order_id,order_date,customer_id,customer_name,region,category,product_name,quantity,unit_price,total_sales
45,2024-04-25,C234,Customer_684,West,Clothing,Dress,5,695.51,3477.55
46,2023-12-31,C374,Customer_672,West,Furniture,Dining Table,8,943.48,7547.84
47,2023-04-22,C113,Customer_830,East,Clothing,Jeans,8,705.99,5647.92
48,2024-08-31,C268,Customer_510,South,Electronics,AirPods,1,261.38,261.38
49,2023-07-31,C113,Customer_613,East,Clothing,Sneakers,7,502.28,3515.96
50,2023-10-22,C699,Customer_113,South,Furniture,Bed Frame,1,997.76,997.76
51,2023-11-26,C566,Customer_855,North,Electronics,AirPods,2,507.65,1015.3
52,2023-01-26,C385,Customer_403,East,Clothing,Sneakers,5,351.62,1758.1
53,2023-03-28,C730,Customer_672,North,Clothing,Jeans,2,535.63,1071.26
54,2023-09-16,C836,Customer_439,West,Furniture,Bed Frame,6,249.63,1497.78
55,2024-06-10,C767,Customer_294,North,Groceries,Cereal,8,245.26,1962.08
56,2023-04-08,C610,Customer_198,North,Beauty,Lipstick,8,475.6,3804.8
57,2023-12-13,C752,Customer_144,North,Electronics,iPhone 13,6,540.42,3242.52
58,2024-05-28,C187,Customer_326,North,Furniture,Bookshelf,1,159.21,159.21
59,2023-08-19,C955,Customer_932,South,Groceries,Rice,3,594.98,1784.94
60,2023-03-16,C511,Customer_147,West,Groceries,Eggs,3,714.04,2142.12
61,2024-01-03,C820,Customer_489,West,Furniture,Bed Frame,4,648.72,2594.88
62,2023-12-21,C551,Customer_338,South,Clothing,Dress,1,403.6,403.6
63,2024-09-28,C988,Customer_953,South,Clothing,Sneakers,8,146.15,1169.2
64,2023-02-26,C415,Customer_990,West,Electronics,iPhone 13,9,216.98,1952.82
65,2024-09-05,C144,Customer_346,East,Furniture,Bed Frame,3,236.26,708.78
66,2024-05-07,C881,Customer_002,West,Beauty,Lotion,9,521.47,4693.23
67,2024-02-27,C652,Customer_453,East,Furniture,Bed Frame,1,102.17,102.17
68,2024-09-03,C009,Customer_233,West,Electronics,Smartwatch,5,883.81,4419.05
69,2023-05-12,C208,Customer_131,East,Clothing,Dress,3,703.35,2110.05
70,2024-07-18,C120,Customer_673,South,Beauty,Lipstick,4,888.22,3552.88
71,2024-04-19,C625,Customer_968,South,Beauty,Shampoo,8,852.42,6819.36
72,2023-10-07,C852,Customer_254,East,Beauty,Lipstick,4,899.57,3598.28
73,2024-01-25,C473,Customer_099,West,Electronics,Laptop,3,378.56,1135.68
74,2023-02-13,C896,Customer_878,East,Groceries,Eggs,9,15.01,135.09
75,2023-09-08,C163,Customer_720,West,Furniture,Office Chair,2,490.76,981.52
76,2024-03-09,C580,Customer_801,North,Furniture,Office Chair,9,184.17,1657.53
77,2023-01-01,C504,Customer_896,West,Beauty,Lotion,5,187.03,935.15
78,2024-01-02,C401,Customer_640,West,Clothing,Sneakers,8,850.73,6805.84
79,2024-01-22,C955,Customer_883,North,Groceries,Cereal,1,547.11,547.11
80,2024-08-30,C750,Customer_670,South,Groceries,Eggs,6,272.55,1635.3
81,2024-01-24,C563,Customer_438,North,Beauty,Lotion,6,979.1,5874.6
82,2023-05-28,C226,Customer_277,South,Clothing,T-Shirt,8,634.83,5078.64
83,2023-07-26,C960,Customer_481,North,Clothing,Jeans,1,581.13,581.13
84,2024-06-21,C816,Customer_659,East,Beauty,Face Cream,5,237.88,1189.4
85,2023-01-06,C049,Customer_512,East,Groceries,Cereal,4,34.07,136.28
86,2023-07-07,C158,Customer_477,South,Beauty,Shampoo,1,994.61,994.61
87,2023-11-04,C892,Customer_745,North,Groceries,Eggs,5,884.66,4423.3
88,2023-05-12,C497,Customer_302,South,Electronics,Samsung TV,5,929.04,4645.2
89,2024-02-04,C700,Customer_993,West,Electronics,Samsung TV,5,576.57,2882.85
90,2023-02-04,C981,Customer_928,East,Clothing,Jeans,4,301.5,1206.0
91,2023-10-27,C323,Customer_128,West,Clothing,T-Shirt,7,275.79,1930.53
92,2024-07-24,C735,Customer_566,South,Clothing,Dress,2,561.23,1122.46
93,2023-05-28,C792,Customer_626,West,Electronics,Samsung TV,3,574.36,1723.08
94,2023-05-05,C639,Customer_155,East,Clothing,Jacket,6,365.06,2190.36
95,2023-12-28,C104,Customer_929,West,Furniture,Bookshelf,2,329.33,658.66
96,2023-12-15,C176,Customer_039,East,Groceries,Cereal,9,705.46,6349.14
97,2023-06-23,C818,Customer_921,South,Clothing,T-Shirt,7,425.58,2979.06
98,2023-09-25,C506,Customer_903,West,Clothing,T-Shirt,8,914.11,7312.88
99,2023-07-03,C020,Customer_321,North,Electronics,Samsung TV,9,631.62,5684.58
100,2023-04-07,C400,Customer_654,West,Furniture,Sofa,8,704.95,5639.6
101,2024-08-23,C092,Customer_354,East,Electronics,AirPods,3,344.62,1033.86
102,2024-08-17,C959,Customer_854,South,Groceries,Milk,2,444.09,888.18
103,2023-04-16,C575,Customer_190,East,Groceries,Eggs,3,470.94,1412.82
104,2024-05-21,C342,Customer_305,South,Beauty,Perfume,6,594.92,3569.52
105,2024-04-29,C783,Customer_054,East,Furniture,Bed Frame,4,48.45,193.8
106,2024-02-13,C053,Customer_572,South,Clothing,T-Shirt,5,527.02,2635.1
107,2023-05-25,C774,Customer_877,North,Beauty,Lipstick,5,462.69,2313.45
108,2023-11-13,C867,Customer_823,West,Beauty,Shampoo,4,417.24,1668.96
109,2023-11-07,C269,Customer_370,North,Furniture,Bookshelf,8,728.83,5830.64
110,2023-02-27,C831,Customer_787,South,Electronics,Samsung TV,3,797.23,2391.69
111,2023-01-05,C474,Customer_117,East,Clothing,Dress,7,258.35,1808.45
112,2023-04-19,C908,Customer_641,South,Furniture,Office Chair,7,434.03,3038.21
113,2023-03-22,C096,Customer_638,North,Clothing,Jacket,1,447.93,447.93
114,2023-09-18,C488,Customer_237,South,Furniture,Bookshelf,6,717.45,4304.7
115,2024-06-23,C189,Customer_999,North,Furniture,Bookshelf,5,641.89,3209.45
116,2024-04-22,C247,Customer_963,South,Electronics,Smartwatch,5,615.6,3078.0
117,2023-05-02,C697,Customer_285,West,Groceries,Juice,3,760.27,2280.81
118,2023-02-12,C094,Customer_750,East,Electronics,AirPods,5,103.22,516.1
119,2024-04-01,C912,Customer_218,North,Furniture,Bed Frame,4,183.58,734.32
120,2023-06-11,C289,Customer_254,West,Furniture,Dining Table,5,478.74,2393.7
121,2024-09-22,C522,Customer_758,East,Furniture,Sofa,5,404.52,2022.6
122,2023-02-18,C180,Customer_223,South,Electronics,Laptop,5,887.81,4439.05
123,2023-08-24,C769,Customer_325,North,Groceries,Cereal,3,508.1,1524.3
124,2024-06-26,C336,Customer_759,South,Beauty,Perfume,4,619.69,2478.76
125,2024-01-17,C896,Customer_160,South,Groceries,Cereal,2,36.25,72.5
126,2023-11-20,C690,Customer_675,East,Clothing,Sneakers,4,579.72,2318.88
127,2023-04-19,C691,Customer_427,South,Beauty,Lotion,1,463.67,463.67
128,2024-02-07,C577,Customer_417,North,Furniture,Bed Frame,5,629.68,3148.4
129,2024-05-05,C556,Customer_285,South,Electronics,Laptop,8,906.3,7250.4
130,2024-06-01,C754,Customer_035,North,Beauty,Lotion,2,48.57,97.14
131,2023-07-11,C776,Customer_605,North,Groceries,Eggs,7,80.48,563.36
132,2024-05-27,C903,Customer_196,South,Beauty,Perfume,2,268.09,536.18
133,2023-08-09,C075,Customer_413,North,Beauty,Perfume,5,354.85,1774.25
134,2023-07-05,C277,Customer_761,West,Clothing,T-Shirt,8,737.72,5901.76
135,2024-05-10,C457,Customer_920,West,Electronics,AirPods,4,185.67,742.68
136,2023-07-07,C548,Customer_978,West,Clothing,Sneakers,3,990.6,2971.8
137,2023-09-20,C664,Customer_663,North,Groceries,Milk,1,778.65,778.65
138,2023-01-20,C695,Customer_525,West,Groceries,Eggs,5,246.21,1231.05
139,2024-02-13,C873,Customer_798,South,Furniture,Office Chair,7,757.0,5299.0
140,2024-01-12,C596,Customer_880,North,Furniture,Sofa,1,538.98,538.98
141,2023-07-26,C699,Customer_019,North,Clothing,Jacket,9,326.85,2941.65
142,2023-10-06,C445,Customer_233,North,Clothing,Sneakers,1,62.95,62.95
143,2024-02-03,C455,Customer_796,West,Furniture,Sofa,3,100.37,301.11
144,2024-05-29,C367,Customer_144,South,Furniture,Sofa,4,577.7,2310.8
145,2023-02-26,C396,Customer_025,East,Electronics,Laptop,5,100.79,503.95
146,2023-03-09,C484,Customer_565,West,Clothing,Jeans,4,675.79,2703.16
147,2023-04-27,C039,Customer_109,West,Beauty,Perfume,7,783.48,5484.36
148,2023-06-22,C935,Customer_398,East,Clothing,T-Shirt,5,499.48,2497.4
149,2023-05-15,C733,Customer_235,West,Beauty,Perfume,5,739.67,3698.35
150,2023-11-05,C009,Customer_074,East,Electronics,Samsung TV,2,968.97,1937.94
151,2023-12-14,C519,Customer_174,East,Clothing,Dress,1,110.11,110.11
152,2024-02-13,C946,Customer_795,North,Groceries,Milk,8,82.04,656.32
153,2024-02-01,C165,Customer_422,West,Groceries,Rice,2,90.54,181.08
154,2024-05-30,C365,Customer_833,South,Clothing,T-Shirt,3,585.49,1756.47
155,2023-04-01,C511,Customer_327,South,Clothing,Jacket,6,814.67,4888.02
156,2023-12-03,C804,Customer_070,West,Furniture,Bookshelf,9,595.97,5363.73
157,2024-02-07,C182,Customer_167,West,Groceries,Juice,3,779.38,2338.14
158,2023-11-19,C451,Customer_173,East,Electronics,AirPods,3,120.09,360.27
159,2023-01-20,C058,Customer_660,East,Clothing,Jacket,2,473.97,947.94
160,2024-04-29,C361,Customer_935,West,Furniture,Dining Table,8,126.35,1010.8
161,2023-07-16,C348,Customer_190,North,Furniture,Dining Table,1,684.23,684.23
162,2024-02-12,C369,Customer_409,South,Beauty,Lotion,9,381.12,3430.08
163,2024-09-19,C117,Customer_134,West,Groceries,Juice,8,533.09,4264.72
164,2024-04-30,C213,Customer_203,East,Beauty,Shampoo,5,52.97,264.85
165,2023-10-18,C659,Customer_532,North,Groceries,Cereal,5,260.46,1302.3
166,2023-12-30,C233,Customer_305,South,Furniture,Sofa,9,527.87,4750.83
167,2024-05-11,C886,Customer_259,East,Electronics,Laptop,1,631.28,631.28
168,2023-08-27,C012,Customer_330,West,Furniture,Dining Table,7,54.99,384.93
169,2024-09-08,C408,Customer_668,West,Groceries,Milk,8,400.58,3204.64
170,2023-08-18,C348,Customer_676,North,Groceries,Milk,5,284.61,1423.05
171,2023-07-24,C178,Customer_540,West,Electronics,AirPods,8,359.82,2878.56
172,2023-04-18,C704,Customer_923,North,Electronics,Samsung TV,5,974.65,4873.25
173,2024-07-29,C201,Customer_929,South,Groceries,Cereal,6,41.99,251.94
174,2024-04-20,C732,Customer_752,North,Beauty,Face Cream,5,815.66,4078.3
175,2023-08-04,C594,Customer_883,North,Furniture,Dining Table,3,824.31,2472.93
176,2023-02-05,C450,Customer_010,West,Electronics,Smartwatch,5,617.28,3086.4
177,2023-01-30,C251,Customer_877,East,Clothing,T-Shirt,8,877.89,7023.12
178,2023-08-07,C801,Customer_374,South,Clothing,Sneakers,5,36.1,180.5
179,2024-05-30,C239,Customer_177,North,Groceries,Eggs,1,485.57,485.57
180,2023-02-23,C217,Customer_854,South,Electronics,AirPods,5,752.08,3760.4
181,2024-08-18,C610,Customer_105,West,Clothing,Dress,1,839.95,839.95
182,2023-06-28,C405,Customer_823,North,Groceries,Juice,3,142.51,427.53
183,2023-05-23,C709,Customer_863,North,Electronics,iPhone 13,6,694.8,4168.8
184,2024-02-20,C437,Customer_023,South,Clothing,Dress,5,996.67,4983.35
185,2024-03-17,C714,Customer_458,South,Electronics,iPhone 13,5,728.86,3644.3
186,2024-03-06,C078,Customer_457,North,Beauty,Face Cream,3,254.87,764.61
187,2023-01-05,C717,Customer_772,West,Groceries,Juice,1,954.51,954.51
188,2023-03-21,C800,Customer_034,South,Furniture,Bed Frame,1,674.98,674.98
189,2024-03-19,C250,Customer_674,South,Furniture,Dining Table,8,31.96,255.68
190,2023-03-16,C891,Customer_306,East,Groceries,Juice,6,774.6,4647.6
191,2023-04-21,C389,Customer_990,North,Beauty,Lipstick,1,556.39,556.39
192,2023-12-30,C767,Customer_303,South,Groceries,Juice,9,594.06,5346.54
193,2023-08-05,C853,Customer_910,North,Beauty,Perfume,7,757.59,5303.13
194,2023-06-14,C103,Customer_422,West,Electronics,Smartwatch,2,806.99,1613.98
195,2023-03-18,C098,Customer_850,North,Clothing,Sneakers,2,357.08,714.16
196,2023-03-10,C308,Customer_249,South,Clothing,Sneakers,3,905.12,2715.36
197,2023-08-11,C335,Customer_542,South,Electronics,iPhone 13,6,456.4,2738.4
198,2024-02-09,C081,Customer_133,West,Beauty,Shampoo,7,528.37,3698.59
199,2024-07-29,C401,Customer_330,North,Groceries,Juice,4,464.75,1859.0
200,2023-01-25,C984,Customer_069,North,Furniture,Dining Table,1,265.66,265.66
201,2024-03-25,C450,Customer_205,East,Furniture,Bookshelf,2,624.6,1249.2
202,2024-01-30,C663,Customer_183,North,Groceries,Eggs,3,541.89,1625.67
203,2024-03-30,C900,Customer_360,East,Beauty,Lotion,6,700.69,4204.14
204,2023-05-27,C195,Customer_864,North,Clothing,Sneakers,4,352.21,1408.84
205,2023-05-23,C672,Customer_946,East,Furniture,Bookshelf,3,520.08,1560.24
206,2024-03-31,C005,Customer_466,West,Electronics,iPhone 13,3,50.46,151.38
207,2023-12-11,C513,Customer_645,West,Groceries,Juice,6,97.82,586.92
208,2023-10-08,C046,Customer_546,East,Groceries,Milk,9,362.43,3261.87
209,2023-08-20,C813,Customer_923,North,Electronics,Laptop,1,508.38,508.38
210,2023-10-16,C047,Customer_121,South,Beauty,Shampoo,9,101.37,912.33
211,2024-03-05,C350,Customer_107,West,Beauty,Lipstick,6,90.94,545.64
212,2023-01-21,C257,Customer_008,South,Clothing,Jacket,1,284.11,284.11
213,2023-10-22,C692,Customer_719,North,Beauty,Face Cream,1,601.31,601.31
214,2024-10-09,C474,Customer_028,South,Furniture,Sofa,8,489.68,3917.44
215,2024-02-19,C386,Customer_365,North,Groceries,Rice,7,535.95,3751.65
216,2024-03-10,C003,Customer_623,East,Clothing,Jeans,8,141.79,1134.32
217,2024-05-13,C751,Customer_508,West,Electronics,Smartwatch,7,516.56,3615.92
218,2024-07-05,C739,Customer_883,West,Furniture,Office Chair,2,452.94,905.88
219,2024-08-03,C028,Customer_714,South,Electronics,Samsung TV,9,740.03,6660.27
220,2023-12-29,C231,Customer_086,South,Furniture,Bookshelf,7,328.86,2302.02
221,2023-02-04,C212,Customer_025,North,Electronics,iPhone 13,9,891.62,8024.58
222,2024-01-13,C233,Customer_109,West,Clothing,Sneakers,4,361.55,1446.2
223,2023-07-24,C111,Customer_470,North,Furniture,Bed Frame,2,96.05,192.1
224,2023-06-03,C936,Customer_369,East,Electronics,Samsung TV,2,562.16,1124.32
225,2024-05-23,C613,Customer_518,West,Beauty,Lotion,3,384.98,1154.94
226,2024-09-06,C738,Customer_443,West,Beauty,Lotion,4,649.46,2597.84
227,2024-03-10,C966,Customer_741,South,Electronics,Smartwatch,8,503.27,4026.16
228,2023-07-07,C662,Customer_277,South,Beauty,Face Cream,9,244.85,2203.65
229,2023-08-31,C624,Customer_516,West,Groceries,Rice,6,371.7,2230.2
230,2024-04-17,C759,Customer_899,East,Clothing,Jeans,8,897.8,7182.4
231,2024-04-01,C229,Customer_548,North,Groceries,Rice,3,28.06,84.18
232,2023-08-08,C322,Customer_468,North,Beauty,Perfume,8,120.92,967.36
233,2024-06-30,C118,Customer_881,West,Clothing,Jeans,4,15.25,61.0
234,2024-03-17,C574,Customer_441,South,Furniture,Bookshelf,8,725.67,5805.36
235,2024-08-17,C392,Customer_026,West,Electronics,Samsung TV,2,561.2,1122.4
236,2023-05-05,C645,Customer_326,North,Furniture,Bed Frame,3,840.2,2520.6
237,2023-10-23,C724,Customer_225,East,Furniture,Office Chair,6,713.84,4283.04
238,2024-06-22,C559,Customer_001,East,Electronics,iPhone 13,4,249.99,999.96
239,2023-10-08,C139,Customer_511,East,Beauty,Perfume,6,585.43,3512.58
240,2024-01-06,C259,Customer_673,West,Furniture,Sofa,4,327.44,1309.76
241,2024-07-12,C010,Customer_261,East,Groceries,Eggs,6,343.24,2059.44
242,2024-07-30,C898,Customer_013,North,Clothing,Dress,7,553.43,3874.01
243,2023-11-05,C321,Customer_319,West,Furniture,Sofa,8,811.78,6494.24
244,2023-03-21,C777,Customer_971,South,Clothing,Jeans,5,12.68,63.4
245,2023-11-19,C419,Customer_606,East,Clothing,T-Shirt,8,610.04,4880.32
246,2023-02-21,C956,Customer_236,West,Beauty,Lotion,1,852.22,852.22
247,2024-04-14,C376,Customer_459,East,Electronics,Samsung TV,2,133.05,266.1
248,2023-04-16,C995,Customer_547,North,Furniture,Office Chair,9,212.95,1916.55
249,2024-01-02,C918,Customer_572,South,Clothing,Dress,1,743.71,743.71
250,2023-12-25,C229,Customer_270,South,Clothing,Jeans,8,829.66,6637.28
251,2023-10-03,C005,Customer_851,East,Clothing,Jeans,3,172.62,517.86
252,2023-08-10,C042,Customer_089,East,Groceries,Juice,4,323.03,1292.12
253,2024-08-16,C295,Customer_616,North,Groceries,Cereal,2,818.43,1636.86
254,2024-02-19,C865,Customer_023,West,Clothing,Dress,3,627.86,1883.58
255,2024-08-18,C225,Customer_503,West,Groceries,Juice,1,239.89,239.89
256,2024-03-30,C616,Customer_104,South,Electronics,AirPods,2,548.12,1096.24
257,2024-06-30,C198,Customer_646,East,Beauty,Shampoo,3,547.42,1642.26
258,2023-04-13,C968,Customer_554,West,Beauty,Face Cream,3,631.43,1894.29
259,2023-03-25,C669,Customer_289,North,Furniture,Bookshelf,4,796.08,3184.32
260,2023-08-06,C923,Customer_420,West,Beauty,Perfume,4,744.05,2976.2
261,2024-05-06,C997,Customer_411,South,Electronics,Laptop,6,754.88,4529.28
262,2024-06-30,C196,Customer_598,North,Groceries,Milk,7,151.7,1061.9
263,2024-01-10,C635,Customer_842,East,Groceries,Juice,2,764.83,1529.66
264,2024-06-16,C909,Customer_159,North,Furniture,Bookshelf,1,111.89,111.89
265,2024-04-16,C948,Customer_696,North,Clothing,Sneakers,4,462.43,1849.72
266,2024-04-20,C047,Customer_324,North,Groceries,Cereal,8,158.42,1267.36
267,2024-05-01,C627,Customer_755,North,Clothing,Dress,2,22.08,44.16
268,2024-02-08,C811,Customer_283,South,Groceries,Milk,4,547.3,2189.2
269,2024-06-09,C254,Customer_842,North,Groceries,Milk,5,828.53,4142.65
270,2023-10-29,C712,Customer_023,North,Furniture,Office Chair,8,587.56,4700.48
271,2024-05-18,C985,Customer_993,West,Groceries,Cereal,8,510.83,4086.64
272,2023-03-12,C460,Customer_356,South,Electronics,Laptop,8,873.4,6987.2
273,2024-10-05,C805,Customer_840,East,Beauty,Shampoo,4,792.18,3168.72
274,2023-07-06,C378,Customer_905,North,Groceries,Rice,1,580.53,580.53
275,2023-10-27,C462,Customer_296,North,Electronics,Smartwatch,6,86.55,519.3
276,2024-09-12,C407,Customer_769,West,Groceries,Rice,9,926.31,8336.79
277,2024-07-07,C622,Customer_420,East,Furniture,Dining Table,5,984.99,4924.95
278,2023-06-13,C001,Customer_831,West,Clothing,Dress,6,839.12,5034.72
279,2023-06-05,C936,Customer_911,South,Groceries,Milk,6,523.65,3141.9
280,2024-03-17,C309,Customer_137,West,Beauty,Perfume,5,385.51,1927.55
281,2023-09-20,C666,Customer_937,West,Groceries,Juice,4,789.91,3159.64
282,2023-07-31,C537,Customer_602,North,Clothing,Sneakers,3,404.19,1212.57
283,2024-02-13,C210,Customer_475,West,Electronics,iPhone 13,6,352.88,2117.28
284,2023-06-13,C640,Customer_939,East,Groceries,Cereal,2,919.27,1838.54
285,2024-06-22,C025,Customer_967,West,Beauty,Lipstick,3,255.74,767.22
286,2024-03-15,C856,Customer_161,West,Electronics,iPhone 13,4,424.74,1698.96
287,2023-11-27,C662,Customer_666,North,Beauty,Lipstick,1,782.69,782.69
288,2024-02-14,C967,Customer_849,North,Groceries,Eggs,2,666.9,1333.8
289,2023-02-03,C148,Customer_630,North,Clothing,Dress,4,464.4,1857.6
290,2023-07-24,C701,Customer_360,East,Electronics,Laptop,6,94.5,567.0
291,2023-11-20,C736,Customer_141,West,Beauty,Perfume,1,306.6,306.6
292,2023-06-01,C952,Customer_723,West,Furniture,Bookshelf,7,432.52,3027.64
293,2023-09-10,C286,Customer_144,North,Furniture,Bookshelf,1,46.18,46.18
294,2024-08-23,C769,Customer_590,South,Electronics,Samsung TV,8,591.58,4732.64
295,2023-11-07,C194,Customer_502,North,Clothing,T-Shirt,3,458.76,1376.28
296,2024-03-01,C678,Customer_947,North,Clothing,Jeans,1,406.76,406.76
297,2024-09-28,C925,Customer_055,West,Groceries,Cereal,4,190.11,760.44
298,2023-10-25,C778,Customer_458,North,Furniture,Sofa,7,755.71,5289.97
299,2023-07-18,C380,Customer_993,East,Groceries,Rice,3,647.56,1942.68
300,2024-02-13,C800,Customer_178,North,Clothing,Jeans,7,979.14,6853.98
301,2024-08-15,C833,Customer_313,East,Groceries,Milk,7,662.33,4636.31
302,2024-06-15,C983,Customer_443,West,Clothing,T-Shirt,7,261.35,1829.45
303,2024-04-03,C239,Customer_229,East,Clothing,Dress,8,113.07,904.56
304,2024-04-05,C604,Customer_264,South,Beauty,Shampoo,3,888.59,2665.77
305,2023-12-29,C088,Customer_078,South,Groceries,Eggs,2,807.26,1614.52
306,2024-04-10,C912,Customer_452,East,Groceries,Cereal,8,808.78,6470.24
307,2023-10-15,C469,Customer_910,East,Beauty,Shampoo,4,671.4,2685.6
308,2023-10-19,C007,Customer_330,North,Beauty,Lotion,7,897.37,6281.59
309,2023-09-07,C085,Customer_147,South,Furniture,Dining Table,7,738.55,5169.85
310,2024-06-07,C700,Customer_082,West,Clothing,T-Shirt,3,587.21,1761.63
311,2023-07-10,C709,Customer_916,North,Groceries,Milk,2,911.52,1823.04
312,2023-05-25,C119,Customer_396,West,Electronics,AirPods,2,369.43,738.86
313,2024-08-26,C934,Customer_256,South,Clothing,Dress,4,627.91,2511.64
314,2023-01-13,C940,Customer_867,East,Furniture,Office Chair,9,441.77,3975.93
315,2024-06-23,C364,Customer_280,North,Furniture,Bookshelf,4,974.8,3899.2
316,2024-07-03,C632,Customer_059,East,Furniture,Sofa,1,869.78,869.78
317,2024-08-17,C721,Customer_882,East,Furniture,Bookshelf,7,801.86,5613.02
318,2023-09-23,C521,Customer_552,East,Electronics,iPhone 13,3,517.33,1551.99
319,2023-09-07,C359,Customer_201,South,Electronics,Smartwatch,2,637.14,1274.28
320,2023-03-14,C494,Customer_004,East,Electronics,iPhone 13,6,648.6,3891.6
321,2023-08-01,C075,Customer_838,East,Electronics,Laptop,2,279.58,559.16
322,2023-06-01,C042,Customer_356,South,Beauty,Shampoo,2,534.37,1068.74
323,2023-08-31,C017,Customer_677,East,Furniture,Sofa,9,281.31,2531.79
324,2024-07-29,C588,Customer_599,South,Groceries,Cereal,9,502.49,4522.41
325,2023-02-07,C981,Customer_027,North,Electronics,AirPods,5,20.89,104.45
326,2024-05-28,C731,Customer_168,East,Beauty,Lotion,9,273.83,2464.47
327,2023-09-28,C821,Customer_455,South,Electronics,Smartwatch,2,604.51,1209.02
328,2024-07-18,C476,Customer_702,East,Beauty,Lotion,1,424.58,424.58
329,2023-04-16,C363,Customer_705,North,Beauty,Lipstick,2,174.62,349.24
330,2024-07-12,C371,Customer_794,East,Groceries,Eggs,3,99.43,298.29
331,2023-06-28,C011,Customer_512,West,Beauty,Lotion,5,838.71,4193.55
332,2023-07-26,C807,Customer_744,East,Electronics,Samsung TV,4,721.86,2887.44
333,2023-11-05,C055,Customer_623,East,Electronics,iPhone 13,3,949.81,2849.43
334,2024-01-31,C069,Customer_312,South,Beauty,Face Cream,8,937.46,7499.68
335,2023-02-02,C751,Customer_148,East,Clothing,Jacket,1,277.21,277.21
336,2023-04-27,C491,Customer_849,North,Furniture,Bookshelf,3,599.13,1797.39
337,2024-03-10,C450,Customer_501,East,Groceries,Eggs,2,627.1,1254.2
